Age,Work_Hours_Per_Week,Projects_Handled,Training_Hours,Employee_Satisfaction_Score,Resigned
43,39,40,9,3.48,TRUE
27,31,0,11,2.14,FALSE
39,44,7,97,2.47,FALSE
41,44,48,93,2.36,FALSE
37,35,40,90,3.55,TRUE
23,55,36,97,2.07,FALSE
29,38,9,13,1.56,FALSE
50,34,2,2,2.69,TRUE
40,41,4,73,1.76,FALSE
41,34,40,72,4,FALSE
35,32,32,75,4.23,FALSE
54,40,0,19,2.53,TRUE
51,47,19,28,4.65,TRUE
30,46,14,32,4.81,TRUE
52,30,33,29,1.72,FALSE
60,33,30,51,3.18,FALSE
36,58,14,73,3.75,FALSE
29,42,33,67,2.07,TRUE
22,54,35,89,1.65,FALSE
48,37,40,66,3.01,TRUE
45,50,38,91,1.46,TRUE
34,48,40,65,2.85,TRUE
40,58,22,69,1.09,FALSE
33,53,42,39,1.34,FALSE
22,40,9,1,3.31,TRUE
34,33,10,95,3.59,FALSE
26,33,42,50,3.1,TRUE
44,49,48,78,1.28,TRUE
26,33,11,46,3.93,TRUE
33,32,34,14,4.99,FALSE
57,60,2,45,4.48,FALSE
57,60,22,50,2.3,TRUE
34,37,27,74,4.9,TRUE
39,56,8,74,1.57,FALSE
30,45,13,88,2.77,FALSE
28,38,20,43,4.43,TRUE
47,55,25,12,1.01,TRUE
52,45,47,67,2.98,FALSE
47,55,35,5,2.36,TRUE
60,50,31,6,3.74,FALSE
30,59,37,46,2,TRUE
55,40,23,13,4.6,FALSE
45,44,37,10,3.74,TRUE
52,37,8,2,2.11,FALSE
46,49,14,37,3.35,TRUE
42,33,13,28,2.22,FALSE
30,42,32,22,1.91,FALSE
46,60,24,63,2.22,FALSE
36,52,13,44,1.48,TRUE
31,35,2,47,2.5,TRUE
31,41,10,63,4.48,TRUE
43,48,48,64,3.79,TRUE
53,36,45,28,1.62,TRUE
55,59,5,57,2.31,FALSE
49,46,21,2,1.12,FALSE
32,33,5,48,4.08,FALSE
48,30,8,20,1.88,FALSE
30,31,30,4,4.61,TRUE
43,41,10,33,4.89,TRUE
40,54,1,40,2.23,FALSE
31,51,10,71,1.41,TRUE
27,36,17,16,3.01,FALSE
26,47,30,52,1.11,FALSE
56,51,2,31,4.94,TRUE
46,42,35,88,1.94,TRUE
39,50,36,91,3.85,FALSE
36,60,19,4,3.11,FALSE
34,41,37,26,3.3,FALSE
23,52,24,22,3.1,FALSE
35,30,2,39,3.44,TRUE
53,50,35,2,3.8,FALSE
42,36,28,56,3.27,TRUE
28,49,27,48,4.17,TRUE
60,47,15,20,3.82,TRUE
58,56,6,50,2.55,FALSE
58,38,34,45,2.88,FALSE
57,52,5,73,2.35,TRUE
53,56,40,22,3.68,FALSE
28,35,1,48,4.43,FALSE
26,48,2,57,1.62,TRUE
57,36,4,58,4.43,TRUE
25,56,17,32,1.28,FALSE
32,30,49,52,1.03,TRUE
25,56,14,39,3.97,TRUE
56,45,12,68,2.18,TRUE
26,56,29,55,1.12,FALSE
48,60,10,32,2.46,TRUE
57,45,22,93,3.8,TRUE
53,51,30,64,3,TRUE
23,42,1,33,1.69,TRUE
56,40,3,67,1.35,TRUE
23,40,48,15,3.08,TRUE
49,55,25,96,4.03,TRUE
33,49,23,41,3.6,FALSE
36,51,16,82,2.67,FALSE
39,34,40,65,2.36,TRUE
58,31,17,7,3.28,TRUE
53,52,41,29,4.14,TRUE
57,36,16,5,2.42,FALSE
53,54,36,26,2.2,TRUE
36,46,34,23,4.58,TRUE
29,45,45,63,3.2,TRUE
44,48,2,62,1.36,FALSE
37,58,47,23,1.24,FALSE
43,31,33,61,4.05,FALSE
42,48,13,36,2.47,TRUE
35,41,49,24,3.98,FALSE
54,52,5,26,1.65,FALSE
51,34,48,71,1.12,FALSE
53,53,43,88,3.43,TRUE
47,41,49,64,4.36,FALSE
25,55,26,79,3.75,FALSE
57,60,7,55,4.83,FALSE
56,47,45,21,2.32,FALSE
50,43,44,64,1.43,TRUE
53,59,4,26,1.65,FALSE
25,42,13,62,3.07,FALSE
37,58,16,70,4.26,TRUE
44,48,9,43,2.66,TRUE
35,54,35,41,4.52,TRUE
45,37,21,11,2.98,FALSE
24,43,25,63,4.17,FALSE
50,42,31,25,4.38,FALSE
48,39,12,49,3.03,FALSE
38,42,44,64,2.78,FALSE
59,54,43,17,3.13,FALSE
55,40,31,77,2.64,FALSE
33,30,27,22,4.51,FALSE
39,56,19,16,2.63,TRUE
46,52,20,0,4.61,TRUE
45,42,39,96,1.51,TRUE
34,36,28,11,1.14,TRUE
55,56,4,55,3.14,TRUE
33,52,47,77,2.37,TRUE
42,30,9,56,3.85,TRUE
25,56,30,26,3.51,TRUE
39,32,2,63,1.46,TRUE
45,59,40,66,1.53,FALSE
43,53,41,43,3.28,FALSE
48,43,31,32,3.99,TRUE
51,53,49,27,1.49,TRUE
59,56,41,26,1.35,TRUE
22,37,11,10,4.24,FALSE
26,34,28,27,1.49,FALSE
59,39,0,62,1.12,TRUE
27,48,16,40,2.54,TRUE
54,33,12,1,4.67,TRUE
35,38,8,52,1.7,FALSE
39,51,1,97,3.56,TRUE
43,45,46,50,4.73,FALSE
33,34,9,66,2.22,TRUE
54,59,44,65,2.88,FALSE
38,49,23,56,1.57,TRUE
60,35,3,57,4.03,FALSE
34,48,8,0,2.66,FALSE
57,36,47,10,2.48,FALSE
44,36,48,23,4.8,FALSE
23,33,24,46,2.25,TRUE
37,44,3,25,4.62,FALSE
23,53,33,82,3.74,TRUE
39,41,16,6,2.64,TRUE
38,55,14,66,3.93,FALSE
25,46,20,30,3.01,FALSE
38,44,1,40,4.84,FALSE
46,39,34,24,4.6,TRUE
59,39,5,44,1.82,TRUE
57,32,38,92,2.95,FALSE
50,37,48,91,1.53,TRUE
53,47,23,54,3.89,FALSE
55,43,45,30,1.86,FALSE
53,35,21,90,1.04,FALSE
32,59,46,44,3.28,TRUE
33,47,48,88,3.34,FALSE
56,52,14,75,4.51,TRUE
46,38,20,9,1.51,FALSE
59,46,43,23,2.87,FALSE
37,57,17,41,3.58,TRUE
26,60,2,30,4.78,FALSE
51,54,35,30,4.68,TRUE
45,43,0,16,1.09,TRUE
30,56,27,45,4.16,FALSE
60,43,18,85,1.21,TRUE
58,40,24,46,3.4,TRUE
29,52,49,29,4.88,TRUE
33,55,33,80,4.73,TRUE
41,54,22,58,1.66,TRUE
34,45,20,5,1.36,FALSE
43,52,1,68,1.23,TRUE
44,48,8,43,3.95,FALSE
48,47,25,29,2.49,FALSE
40,37,39,70,1.21,FALSE
47,58,28,42,4.97,FALSE
35,49,34,61,3.4,FALSE
59,59,40,17,2.11,TRUE
27,37,41,79,1.77,TRUE
23,39,14,55,4.86,FALSE
46,33,1,40,1.21,TRUE
30,35,6,10,1.59,TRUE
44,46,24,71,2.44,FALSE
46,47,47,94,2.38,FALSE
22,32,43,7,3.42,TRUE
55,35,46,11,1.6,TRUE
28,57,23,3,2.62,FALSE
29,33,18,10,2.56,FALSE
51,35,34,16,2.39,FALSE
57,40,40,42,3.1,TRUE
29,39,38,38,1.4,FALSE
51,42,18,31,2.12,TRUE
45,36,48,14,3.68,FALSE
23,46,10,3,3.71,TRUE
42,35,46,65,3.64,FALSE
24,34,45,14,4.96,FALSE
42,46,14,5,2.07,TRUE
38,52,15,13,3.55,TRUE
22,44,40,68,2.37,TRUE
50,36,3,60,2.7,TRUE
27,52,38,91,4.26,TRUE
59,52,29,1,4.18,TRUE
45,40,11,96,3.68,FALSE
45,59,4,3,2.68,TRUE
35,55,46,23,1.65,TRUE
60,38,17,29,4.6,TRUE
41,58,21,70,3.45,FALSE
60,47,15,20,3.82,TRUE
38,48,31,51,1.82,FALSE
50,39,35,96,2.86,FALSE
40,31,43,45,1.99,TRUE
38,34,26,24,2.05,FALSE
23,36,29,84,3,FALSE
38,36,27,9,1.34,FALSE
40,42,39,73,2.14,FALSE
58,47,20,97,3.85,FALSE
58,48,28,70,4.14,TRUE
51,38,18,19,2.76,FALSE
51,34,36,62,1.88,FALSE
39,48,22,19,2.06,FALSE
60,45,42,24,3.95,TRUE
27,44,47,5,3.25,TRUE
50,52,38,68,2.99,TRUE
55,39,31,69,4.06,TRUE
38,43,16,33,3.17,FALSE
51,31,15,14,2.18,TRUE
54,44,40,26,1.41,FALSE
47,46,7,90,3.99,TRUE
35,38,21,14,3.19,FALSE
51,30,21,0,3.72,FALSE
60,58,26,69,4.89,TRUE
35,33,31,91,1.36,FALSE
34,55,9,17,4.17,FALSE
59,40,6,81,4.79,FALSE
45,59,2,43,2.21,TRUE
56,60,10,94,2.93,FALSE
41,40,2,35,1.63,TRUE
45,45,21,44,1.81,FALSE
33,45,32,56,4.68,FALSE
51,36,27,57,1.46,FALSE
60,36,43,91,1.46,FALSE
45,43,26,25,1.01,TRUE
34,41,19,36,2.12,FALSE
32,46,9,55,4.55,FALSE
41,33,0,1,2.52,FALSE
33,60,3,37,3.42,FALSE
43,58,21,26,3.96,TRUE
46,56,36,12,2.08,TRUE
49,30,31,19,4.21,TRUE
23,53,29,71,1.47,TRUE
34,52,5,22,2.79,TRUE
56,32,41,25,2.03,TRUE
40,47,26,46,3.52,TRUE
46,55,28,77,4.38,FALSE
53,53,13,5,2.09,FALSE
39,38,23,9,1.56,FALSE
60,42,48,38,1.9,FALSE
47,32,9,9,4.41,FALSE
45,53,8,13,4.89,TRUE
27,35,21,9,2.47,TRUE
35,31,3,95,2.54,TRUE
40,50,5,10,3.1,FALSE
34,58,44,94,3.17,FALSE
43,46,28,86,3.32,TRUE
37,45,4,39,4.31,TRUE
60,51,18,85,3.82,FALSE
27,35,23,98,1.38,FALSE
26,36,2,93,4.82,FALSE
43,44,20,80,3.24,TRUE
24,54,28,72,2.5,TRUE
38,34,21,51,2.76,FALSE
47,40,35,48,4.66,TRUE
37,48,10,70,4.43,TRUE
29,39,23,44,4.02,TRUE
51,59,21,4,2.51,TRUE
39,38,48,87,4.32,FALSE
50,33,29,93,3.1,FALSE
52,48,37,22,3.59,TRUE
51,59,32,44,2.38,TRUE
37,33,3,70,3.84,FALSE
32,58,40,5,3.38,FALSE
29,55,46,89,3.1,FALSE
22,59,46,14,2.24,TRUE
30,39,12,86,3.02,FALSE
59,39,14,50,1.66,TRUE
50,54,21,20,4.08,TRUE
24,46,4,68,2.65,FALSE
25,51,0,80,2.4,TRUE
42,36,17,91,1.16,FALSE
26,57,35,22,2.37,FALSE
46,39,44,85,1.78,TRUE
55,55,8,58,2.66,TRUE
45,38,25,48,4.96,TRUE
35,54,40,58,1.57,FALSE
59,54,3,37,4.87,TRUE
54,32,14,39,3.79,TRUE
45,60,43,65,1.83,FALSE
27,31,29,46,1.65,TRUE
40,32,23,77,3.54,TRUE
51,38,38,16,4.96,FALSE
60,36,49,48,3.42,TRUE
23,56,24,74,1.98,TRUE
37,41,46,41,4.52,FALSE
46,35,33,74,4.16,TRUE
43,45,30,60,1.22,FALSE
35,42,24,48,3.78,FALSE
47,44,7,13,3.42,TRUE
44,43,13,92,1.49,FALSE
54,47,24,28,3.72,FALSE
47,36,41,64,3.73,FALSE
40,38,30,56,4.32,FALSE
36,53,3,58,1.19,TRUE
44,53,10,63,3.23,FALSE
49,60,48,29,1.3,TRUE
29,45,37,47,2.01,FALSE
60,30,40,77,1.73,TRUE
40,46,1,6,3.92,FALSE
27,56,31,59,3.42,TRUE
22,39,33,41,3.02,FALSE
24,59,43,77,2.85,TRUE
28,43,5,71,4.96,TRUE
47,48,26,26,4.56,FALSE
27,46,17,2,2.55,TRUE
27,38,42,51,2.23,TRUE
26,33,47,11,2.8,TRUE
56,46,35,62,2.69,FALSE
32,31,19,17,4.24,FALSE
40,50,10,5,2.7,FALSE
37,58,10,73,2.93,TRUE
41,56,33,66,4.54,TRUE
51,34,17,6,4.23,FALSE
56,59,8,33,3.15,TRUE
41,58,33,85,2.15,TRUE
40,38,13,33,3.71,FALSE
50,59,35,76,4.74,FALSE
51,46,6,14,1.78,TRUE
31,35,40,28,1.9,TRUE
31,50,33,37,4.66,FALSE
26,42,18,59,2.05,TRUE
51,53,39,46,2.84,TRUE
49,43,35,45,2.87,TRUE
49,30,49,75,4.48,FALSE
28,58,3,57,1.14,TRUE
36,53,33,38,2.29,FALSE
39,51,39,89,1.2,FALSE
56,44,32,98,3.79,TRUE
43,46,35,31,3.58,FALSE
53,49,37,38,2.5,FALSE
38,35,17,3,2.38,FALSE
49,37,42,38,1.27,FALSE
25,53,1,16,2.48,TRUE
57,30,13,94,2.25,TRUE
55,31,35,32,3.02,FALSE
55,32,3,90,3.39,FALSE
52,43,42,69,3.04,FALSE
56,35,14,19,4.94,TRUE
24,54,1,98,3.23,FALSE
39,48,19,12,3.65,FALSE
34,33,14,59,4.28,FALSE
22,46,18,48,1.9,TRUE
32,60,24,49,3.4,FALSE
43,48,47,75,4.77,TRUE
57,53,8,3,3.48,FALSE
43,47,36,9,1.21,TRUE
22,32,49,2,4.7,FALSE
29,47,32,8,2.76,FALSE
38,46,10,43,4.55,TRUE
60,42,17,43,4.97,TRUE
57,45,42,64,4.54,TRUE
58,53,1,2,1.25,TRUE
50,43,36,0,3.8,FALSE
59,54,8,94,1.28,FALSE
57,50,14,31,3.46,FALSE
23,47,35,28,1.05,FALSE
36,41,7,43,4.41,FALSE
47,59,27,80,1.78,TRUE
38,31,45,80,4.41,FALSE
37,36,46,83,4.45,FALSE
55,34,8,90,1.21,FALSE
28,59,38,33,4.07,TRUE
36,45,4,92,1.91,FALSE
34,58,3,93,4.57,TRUE
25,31,46,6,4.98,TRUE
27,57,1,68,4.37,TRUE
47,35,41,56,1.71,FALSE
50,42,34,57,3.35,TRUE
54,44,19,95,3.37,FALSE
51,44,31,84,2.64,FALSE
46,42,0,81,4.44,TRUE
44,49,32,96,1.37,FALSE
60,38,35,64,1.94,TRUE
46,35,48,25,1.72,TRUE
33,59,8,88,1.33,TRUE
33,59,38,63,4.29,FALSE
23,49,35,62,2.95,FALSE
27,31,8,29,3.5,TRUE
60,30,5,77,2.03,TRUE
49,50,31,38,3.06,TRUE
46,48,28,12,2.48,TRUE
23,54,34,71,4.08,TRUE
60,39,42,90,2.75,FALSE
50,46,23,95,3.89,FALSE
45,58,21,43,4.12,TRUE
41,50,34,52,3.23,FALSE
52,44,36,96,4,TRUE
51,53,5,49,4.83,FALSE
22,36,37,91,1.26,FALSE
36,54,9,74,2.29,FALSE
34,45,24,84,4.59,FALSE
58,36,2,5,2.13,TRUE
42,30,5,11,1.8,TRUE
57,34,10,37,3.73,TRUE
27,52,15,37,3.1,TRUE
42,56,21,21,1.62,FALSE
52,52,19,13,1.73,TRUE
30,39,9,4,2.84,FALSE
27,55,49,94,2.52,TRUE
33,45,10,86,5,FALSE
48,54,23,12,2.2,TRUE
42,45,9,5,4.04,FALSE
30,59,31,69,3.66,FALSE
29,49,49,72,2.03,FALSE
54,36,21,48,2.68,FALSE
39,50,24,5,4.1,TRUE
44,48,9,9,3.32,TRUE
41,35,29,56,3.3,TRUE
37,31,17,10,3.42,TRUE
42,43,46,74,3.72,TRUE
42,37,32,12,1.97,TRUE
50,56,41,34,3.21,FALSE
41,52,22,43,4.7,TRUE
28,30,14,2,1.13,TRUE
49,52,18,64,4.97,TRUE
52,46,36,43,2.45,FALSE
56,59,21,78,4.75,FALSE
32,49,37,78,2.64,TRUE
48,33,11,2,3.31,TRUE
41,59,22,24,4.83,TRUE
30,35,29,87,3.47,TRUE
51,51,16,71,2.53,FALSE
47,48,39,2,3.36,FALSE
53,47,24,57,3.53,TRUE
48,56,8,20,4.58,TRUE
36,45,11,57,2.6,TRUE
23,52,30,26,3.86,FALSE
29,60,43,11,3.12,FALSE
39,30,37,99,3.41,FALSE
55,50,25,15,1.02,FALSE
56,44,46,74,4.14,TRUE
50,58,19,41,2.34,TRUE
38,41,17,31,2.92,TRUE
29,60,16,30,2.74,TRUE
32,50,5,66,2.58,FALSE
56,48,1,87,1.29,TRUE
45,46,10,85,1.18,TRUE
57,55,20,13,2.16,FALSE
59,57,34,0,3.07,FALSE
29,50,16,19,3.85,FALSE
24,44,16,43,4,FALSE
55,41,45,94,3.32,FALSE
44,60,30,6,1.87,FALSE
52,47,4,19,3.66,TRUE
29,31,0,72,4.7,TRUE
58,55,33,79,3.76,FALSE
56,36,13,90,3.75,FALSE
37,43,28,15,1.54,TRUE
39,58,19,63,2.84,FALSE
50,32,9,42,4.38,TRUE
23,56,17,48,1.42,FALSE
58,59,0,41,4.84,TRUE
58,33,49,84,2.4,TRUE
24,36,36,83,2.18,TRUE
32,46,2,88,3.36,FALSE
42,33,28,38,1.8,FALSE
49,49,33,83,2.13,FALSE
38,32,37,68,3.33,FALSE
35,33,31,37,3.39,TRUE
41,30,23,13,1.92,FALSE
56,48,16,10,1.26,TRUE
32,53,11,13,1.98,TRUE
22,47,48,51,4.99,TRUE
34,38,33,31,3.79,TRUE
27,51,37,54,1.03,FALSE
47,32,9,55,3.14,TRUE
37,56,7,19,3.41,TRUE
55,41,7,74,4.93,TRUE
46,57,1,33,2.26,FALSE
52,55,26,56,2.56,TRUE
28,31,30,36,1.16,TRUE
41,36,29,84,4.06,FALSE
27,60,3,79,4.1,FALSE
38,60,20,11,2.7,FALSE
47,33,6,14,1.92,TRUE
60,38,35,64,1.94,TRUE
40,47,29,47,4.72,FALSE
46,34,9,69,1.43,TRUE
60,47,9,31,1.47,FALSE
34,59,43,25,1.45,TRUE
46,57,39,47,1.37,TRUE
31,40,15,98,3.03,FALSE
32,53,17,64,3.89,FALSE
50,31,46,97,1.32,TRUE
53,59,7,51,1.48,TRUE
57,31,14,13,2.19,FALSE
52,45,36,76,1.82,TRUE
45,49,39,81,1.47,TRUE
22,54,4,21,1.65,TRUE
38,41,17,31,2.92,TRUE
27,45,43,94,4.55,TRUE
33,55,8,84,2.39,TRUE
60,33,44,11,3.5,FALSE
36,52,15,17,2.22,TRUE
41,53,18,50,2.93,TRUE
40,55,36,56,2.77,TRUE
30,42,25,12,3.6,TRUE
46,57,49,58,3.93,FALSE
52,51,9,28,2.4,FALSE
56,30,20,92,2.51,FALSE
36,39,39,71,4.57,FALSE
60,59,32,27,2.29,FALSE
33,39,45,73,1.7,FALSE
34,55,13,85,4.39,FALSE
27,45,31,32,3.44,FALSE
56,45,27,12,2.38,FALSE
55,51,26,83,2.87,FALSE
60,34,27,65,1.32,FALSE
30,56,33,19,4.81,TRUE
52,45,42,55,1.36,TRUE
37,57,25,87,4.44,FALSE
35,44,6,59,3.22,TRUE
51,49,18,5,2.16,TRUE
36,33,3,98,2.4,FALSE
43,32,16,14,2.88,FALSE
36,47,26,77,2.42,TRUE
34,30,48,23,1.92,FALSE
35,35,34,9,1.54,TRUE
37,39,34,79,3.41,FALSE
43,45,16,28,1.74,TRUE
57,32,2,63,3.45,FALSE
35,55,27,93,3.74,FALSE
42,39,17,57,2.61,FALSE
50,48,47,56,1.29,FALSE
41,34,26,4,2.22,FALSE
47,45,5,22,2.87,FALSE
26,53,34,15,2.07,TRUE
46,30,13,37,2.95,FALSE
58,52,17,73,2.27,FALSE
55,43,35,36,4.95,FALSE
31,30,27,52,1.07,TRUE
42,38,33,78,2.56,TRUE
35,40,15,47,3.67,FALSE
36,45,12,95,4.26,TRUE
23,60,32,59,2.4,FALSE
48,46,45,91,1.14,TRUE
57,39,3,37,4.24,FALSE
57,33,27,34,1.51,TRUE
33,38,20,3,3.28,FALSE
43,44,1,16,4.81,FALSE
41,54,21,94,2.11,TRUE
44,41,27,96,4.17,TRUE
32,53,22,16,4.55,TRUE
49,34,44,31,2.58,FALSE
27,30,14,29,4.93,FALSE
59,41,39,99,2.55,TRUE
36,50,41,40,4.01,TRUE
43,30,15,73,3.47,TRUE
26,39,28,64,2.85,TRUE
47,51,15,69,4.75,FALSE
59,51,41,62,3.88,FALSE
59,36,5,88,3.63,FALSE
39,45,18,66,3.06,TRUE
54,37,41,36,1.91,TRUE
46,38,49,81,2.53,FALSE
24,31,34,8,4.37,FALSE
44,51,33,39,4.42,FALSE
36,33,10,18,3.8,TRUE
50,54,5,79,4.97,FALSE
29,40,47,46,1.07,TRUE
30,50,12,90,1.52,FALSE
26,48,43,71,2.37,TRUE
58,39,0,59,5,TRUE
53,50,16,76,2.12,TRUE
32,31,15,84,3.1,TRUE
34,56,17,2,2.88,TRUE
24,32,16,5,4.51,FALSE
26,58,21,32,3.58,TRUE
37,59,25,95,1.32,FALSE
55,45,4,26,4.39,TRUE
42,49,40,65,4.39,TRUE
57,46,8,92,4.72,TRUE
42,54,38,97,2.21,TRUE
41,36,46,71,2.28,FALSE
48,41,44,15,4.31,FALSE
22,42,7,50,2.26,FALSE
31,37,42,31,4.54,TRUE
25,39,42,13,4.64,FALSE
51,46,33,80,4.98,TRUE
53,41,33,39,4.17,FALSE
58,50,31,0,2.39,TRUE
54,47,31,36,1.48,FALSE
47,41,38,82,2.33,FALSE
29,57,20,1,4.38,TRUE
26,58,1,57,2.24,TRUE
54,55,23,89,1.44,TRUE
32,40,29,54,4.88,FALSE
44,59,18,89,3.86,TRUE
26,31,43,31,4.43,TRUE
52,49,35,58,4.01,TRUE
59,32,22,72,2.89,TRUE
41,40,9,25,1.19,FALSE
38,59,40,79,2.74,TRUE
31,46,5,16,2.47,TRUE
29,56,23,46,1.02,TRUE
50,45,20,80,2.83,FALSE
24,58,49,89,2.96,FALSE
22,44,10,22,2.58,FALSE
55,36,24,28,3.25,TRUE
32,32,28,0,4.21,TRUE
47,47,21,32,1.82,FALSE
29,47,39,3,3.26,FALSE
31,55,2,78,4.35,FALSE
33,34,17,81,1.16,FALSE
24,57,3,14,2.4,FALSE
54,42,49,43,4.13,FALSE
40,53,16,96,3.87,FALSE
53,59,46,72,2.94,FALSE
35,44,16,26,1.92,FALSE
35,37,37,58,3.03,FALSE
50,57,10,41,3.36,TRUE
38,32,14,95,3.87,TRUE
48,32,39,75,3.53,FALSE
32,54,5,65,3.97,TRUE
48,43,31,32,3.99,TRUE
50,30,26,53,1.88,TRUE
36,59,21,41,4.24,TRUE
37,45,25,23,3.06,FALSE
42,52,29,64,4.78,FALSE
52,47,44,12,4.51,FALSE
49,41,11,40,2.13,FALSE
57,47,23,12,3.8,FALSE
40,60,14,92,2.25,TRUE
33,47,37,32,2.58,TRUE
51,31,20,99,2.52,FALSE
39,56,2,72,2.22,FALSE
43,45,8,95,1.35,FALSE
53,30,5,8,1.4,TRUE
39,38,0,81,2.38,FALSE
54,45,38,71,2.65,TRUE
37,31,13,77,3.55,TRUE
36,45,12,95,4.26,TRUE
60,39,3,47,4.91,TRUE
41,58,33,85,2.15,TRUE
29,57,10,37,3.21,TRUE
47,54,42,91,1.75,FALSE
43,51,34,76,2,FALSE
45,41,47,21,3.9,TRUE
35,40,49,62,3.24,FALSE
25,31,10,8,3.66,FALSE
58,37,39,92,2.13,TRUE
50,31,5,8,2.99,TRUE
50,49,22,45,1.83,TRUE
58,43,13,70,3.43,TRUE
47,52,22,78,1.76,TRUE
41,35,49,61,1.33,TRUE
38,54,6,4,4.66,TRUE
43,44,1,18,2.97,FALSE
39,57,6,76,2.12,TRUE
27,58,20,39,4.05,TRUE
22,44,20,30,3.75,FALSE
42,40,28,12,1.34,FALSE
33,35,17,48,3.44,TRUE
40,51,9,48,1.14,FALSE
34,47,36,1,1.43,FALSE
46,50,20,77,4.98,FALSE
56,60,14,97,3,TRUE
39,31,30,61,4.09,TRUE
57,40,10,62,1.8,FALSE
32,52,30,5,1.21,FALSE
25,34,22,72,1.23,TRUE
54,55,3,48,1.8,FALSE
28,43,2,47,2.54,FALSE
37,58,44,64,2.5,FALSE
22,39,32,16,3.06,FALSE
28,53,47,68,3.59,FALSE
53,31,36,36,2.89,FALSE
58,53,19,57,1.75,FALSE
37,44,37,90,4.06,TRUE
50,60,23,25,4.07,TRUE
56,32,26,12,2.93,TRUE
39,46,5,10,4,FALSE
58,52,45,72,4.73,TRUE
59,55,3,6,2,FALSE
40,49,8,44,3.22,FALSE
23,52,46,63,4.32,FALSE
57,46,37,1,3.39,TRUE
30,43,28,67,2.86,FALSE
47,42,7,20,3.03,TRUE
28,32,34,41,4.01,FALSE
44,53,29,73,3.08,FALSE
47,34,14,97,2.84,TRUE
51,56,7,59,1.35,TRUE
28,35,12,79,1.55,TRUE
58,43,13,82,3.73,TRUE
35,53,10,5,2.83,FALSE
42,45,22,34,4.86,TRUE
27,34,43,23,4.89,TRUE
51,44,31,58,3.6,TRUE
57,32,5,82,3.08,FALSE
29,46,49,9,2.86,FALSE
57,56,1,80,2.66,FALSE
60,37,33,50,4.48,TRUE
50,49,25,46,1.68,FALSE
42,59,39,85,1.8,TRUE
32,38,45,40,3.11,FALSE
43,42,18,52,4.61,FALSE
36,58,16,17,4.22,FALSE
55,40,13,16,3.67,FALSE
42,46,47,34,1.67,TRUE
46,53,28,88,3.16,TRUE
22,37,47,31,2.32,FALSE
39,42,31,15,2.62,TRUE
60,46,25,36,2.29,FALSE
34,45,2,39,2.73,TRUE
60,34,32,25,1.87,TRUE
60,37,46,52,2.86,TRUE
30,56,19,32,3.46,TRUE
47,40,16,87,4.24,TRUE
28,43,5,71,4.96,TRUE
27,39,33,38,3.12,FALSE
35,45,30,30,4.8,FALSE
54,41,47,56,2.46,TRUE
55,44,3,7,4.45,TRUE
34,50,24,81,3.22,TRUE
24,33,35,79,3.69,FALSE
28,42,22,64,3.29,FALSE
60,43,40,37,1.96,FALSE
40,32,9,78,3.22,FALSE
44,48,33,45,4.68,TRUE
33,48,44,56,1.14,TRUE
40,56,33,51,2.85,FALSE
41,42,16,99,1.21,TRUE
46,37,43,93,3.71,FALSE
32,57,24,88,4.87,FALSE
57,49,17,9,4.1,FALSE
46,51,32,14,3.21,TRUE
35,50,10,3,1.94,TRUE
59,42,17,84,3.45,TRUE
47,49,33,21,2.57,FALSE
48,39,41,89,1.36,TRUE
47,33,10,46,2.99,TRUE
25,44,40,82,3.79,TRUE
30,53,9,68,4.43,FALSE
22,37,23,45,4.92,TRUE
36,48,26,45,2.22,FALSE
52,59,42,96,4.54,FALSE
52,55,26,43,4.59,FALSE
55,45,4,26,4.39,TRUE
51,58,7,12,2.5,FALSE
53,33,29,7,3.33,FALSE
54,36,33,54,4.67,FALSE
55,53,46,80,4.62,FALSE
54,57,7,73,4.25,FALSE
33,60,48,31,1.98,TRUE
54,48,34,87,2.8,TRUE
28,45,34,25,3.37,TRUE
41,35,49,61,1.33,TRUE
27,51,20,56,1.68,TRUE
25,56,3,32,3.58,TRUE
29,60,32,53,2.87,TRUE
34,36,24,1,3.77,FALSE
47,31,27,33,4.81,FALSE
59,50,43,1,4.51,TRUE
44,45,43,47,1.14,FALSE
45,60,13,86,3.53,FALSE
39,31,30,61,4.09,TRUE
26,50,34,78,1.66,FALSE
45,48,8,26,1.32,TRUE
23,51,42,96,2.35,TRUE
46,50,3,67,1.59,TRUE
54,49,9,94,3.19,TRUE
32,56,3,6,3.77,FALSE
39,38,37,96,4.96,TRUE
47,55,35,5,2.36,TRUE
23,34,9,13,4.79,FALSE
50,37,26,92,1.68,TRUE
40,51,32,78,1.79,TRUE
44,54,20,49,4.54,FALSE
27,32,28,49,2.12,FALSE
23,31,25,62,4.25,TRUE
32,32,6,5,4.44,FALSE
22,31,37,48,2.55,FALSE
30,42,17,77,2.39,FALSE
39,32,27,62,4.87,TRUE
30,32,33,87,3.92,FALSE
59,43,18,56,4.63,TRUE
32,40,20,13,2.4,TRUE
48,39,39,38,1.06,TRUE
35,49,47,53,1.88,FALSE
28,51,20,60,1.48,FALSE
49,31,16,12,4.51,FALSE
42,58,10,70,2.42,FALSE
28,59,19,4,4.46,FALSE
41,44,38,87,2.35,TRUE
41,58,42,35,3.98,TRUE
51,31,40,6,2.09,FALSE
36,43,11,44,2.76,FALSE
