Years_At_Company,Performance_Score,Monthly_Salary,Remote_Work_Frequency,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
7,1,4950,75,72,1,2.89,FALSE
6,2,7200,50,51,2,4.29,FALSE
8,1,6600,50,55,0,3.93,FALSE
7,5,7500,75,76,1,4.41,FALSE
6,1,4950,75,54,1,4.18,FALSE
8,5,7500,25,4,1,4.74,FALSE
1,2,6600,50,15,0,3.96,FALSE
9,3,4550,0,89,0,2.89,FALSE
6,5,9000,0,12,2,2.27,FALSE
6,2,4800,100,3,1,2.96,FALSE
6,4,4900,50,78,2,3.18,FALSE
8,2,5400,25,39,2,2.51,FALSE
0,3,7800,100,61,0,4.93,FALSE
1,4,8400,25,61,0,1.42,FALSE
3,1,6600,25,15,1,2.59,FALSE
6,2,6600,100,32,0,1.09,FALSE
5,1,6600,100,10,1,1.82,FALSE
2,5,6000,50,32,1,1.58,FALSE
2,5,5250,50,79,0,2.3,FALSE
2,3,7800,50,35,0,1.48,FALSE
0,5,6000,100,39,1,3.06,FALSE
1,4,8400,0,54,2,1.85,FALSE
8,3,7800,0,25,1,3.76,TRUE
8,1,4400,75,42,1,1.96,FALSE
0,3,4550,100,2,0,4.08,FALSE
8,4,6300,25,72,0,1.24,FALSE
6,4,8400,25,79,0,4.09,FALSE
0,1,6600,50,98,1,1.02,FALSE
6,1,6600,25,76,1,3.49,FALSE
4,1,5500,50,3,2,3.14,FALSE
3,1,4400,50,65,2,2.94,FALSE
1,3,5850,0,11,2,2.66,FALSE
1,1,4950,25,7,1,4.63,FALSE
5,4,7700,25,23,2,2.91,FALSE
3,1,6600,25,21,0,2.21,FALSE
3,1,4400,50,0,0,4.26,FALSE
4,3,6500,75,65,0,2.69,FALSE
7,1,6600,100,29,0,1.25,FALSE
2,2,7200,100,55,0,2.35,FALSE
2,2,6600,25,69,0,4.85,FALSE
7,4,7700,25,52,0,4.9,FALSE
1,3,7150,50,81,2,4.98,TRUE
7,5,6000,25,31,0,4.23,FALSE
6,3,7800,50,15,2,4.31,FALSE
1,5,9000,25,55,2,2.19,FALSE
8,2,6600,50,61,2,4.58,FALSE
1,5,6750,25,15,1,1.85,FALSE
8,4,7700,75,66,0,4.58,FALSE
8,2,4800,100,96,2,2.03,FALSE
0,5,9000,0,67,1,1.18,FALSE
5,4,7000,75,34,0,4.32,FALSE
2,5,6750,0,66,0,4.76,FALSE
8,3,7800,75,62,0,2.75,FALSE
0,2,5400,25,19,1,2.46,FALSE
2,4,6300,0,33,2,2.13,FALSE
6,3,7800,25,39,2,1.64,FALSE
4,2,7200,75,92,1,1.93,FALSE
6,2,6600,75,96,1,3.61,FALSE
9,4,8400,0,48,0,2.93,FALSE
6,4,6300,50,16,0,2.42,FALSE
9,2,4800,75,26,2,1.16,FALSE
7,4,8400,100,60,2,2.77,FALSE
1,1,3850,100,39,1,2.35,FALSE
2,4,8400,0,20,0,3.62,FALSE
3,3,5850,25,58,1,1.08,FALSE
3,4,7700,0,93,2,3.65,FALSE
8,5,6750,0,6,1,3.53,FALSE
7,3,7800,50,60,0,4.06,FALSE
1,5,6000,0,94,2,2.26,FALSE
1,5,6750,75,48,2,2.16,FALSE
7,1,5500,100,20,1,4.36,FALSE
3,5,9000,100,62,2,3.07,FALSE
7,1,5500,100,93,1,4.66,FALSE
5,5,9000,75,17,2,1.24,FALSE
5,4,5600,100,24,1,4.41,FALSE
1,4,7700,25,63,1,3.51,FALSE
0,4,6300,100,50,2,4.5,FALSE
0,4,5600,0,33,2,1.14,FALSE
4,5,8250,50,70,1,1.64,FALSE
2,4,7700,100,77,1,2.28,FALSE
2,5,8250,0,26,0,3.8,FALSE
7,2,4800,75,64,1,1.94,TRUE
4,2,4800,75,85,1,4.87,FALSE
5,1,6050,25,55,2,4.62,FALSE
1,4,7700,50,30,2,2.87,FALSE
8,2,5400,25,46,1,4.54,FALSE
3,5,7500,50,12,1,2.29,FALSE
3,3,4550,0,10,0,3.04,FALSE
5,3,7150,0,1,1,2.65,FALSE
0,3,6500,50,58,2,1.61,FALSE
9,4,7000,100,90,2,3.02,FALSE
1,4,5600,50,89,1,2.28,FALSE
8,5,9000,0,44,2,3.16,FALSE
8,2,7200,25,46,0,3.08,FALSE
0,4,7000,25,36,0,1.96,FALSE
2,2,6000,50,43,0,3.2,FALSE
0,2,4800,100,19,1,2.9,FALSE
9,1,3850,75,78,0,3.94,FALSE
4,3,5850,50,22,0,3.82,FALSE
5,1,4950,0,96,2,2.22,TRUE
4,4,8400,50,57,0,2.33,FALSE
2,1,5500,100,64,2,1.44,FALSE
5,1,4400,75,13,2,3.9,FALSE
5,3,4550,25,78,2,1.44,FALSE
8,3,7150,0,27,0,1.31,FALSE
8,1,5500,50,95,0,2.27,FALSE
7,5,7500,75,58,1,2.86,FALSE
9,5,5250,25,42,0,2.87,FALSE
8,3,6500,75,14,0,2.2,FALSE
9,1,5500,100,70,1,1.68,FALSE
9,3,7800,50,26,1,3.69,FALSE
0,4,4900,0,66,2,3.31,FALSE
6,5,5250,100,79,2,2.22,FALSE
3,4,4900,0,22,0,3.06,TRUE
6,3,7800,0,41,2,2.71,FALSE
1,4,8400,25,30,1,3.64,FALSE
1,4,7000,25,33,2,2.17,FALSE
1,1,6600,0,45,0,2.56,FALSE
8,1,4950,75,32,1,2.76,FALSE
9,1,4950,50,37,2,2.3,FALSE
2,4,8400,25,56,0,3.24,FALSE
5,5,9000,25,96,1,2.24,TRUE
1,3,7150,25,83,0,1.74,FALSE
0,4,4900,25,48,0,1.8,FALSE
3,2,4200,50,39,1,3.67,FALSE
1,3,6500,100,88,0,1.54,FALSE
7,5,7500,50,86,1,2.55,FALSE
2,2,7200,50,66,0,1.95,FALSE
1,1,6600,75,96,1,4.22,FALSE
6,1,3850,75,28,0,2.73,FALSE
6,3,7800,50,11,1,2.68,FALSE
1,3,4550,0,44,2,4.31,FALSE
5,1,6050,100,7,0,2.44,FALSE
4,3,6500,0,43,2,2.73,FALSE
8,4,6300,0,58,1,2.79,FALSE
1,1,4950,75,30,2,2.11,FALSE
9,1,6050,50,97,0,3.1,FALSE
5,1,6600,50,88,0,2.03,FALSE
5,5,8250,0,89,1,4.08,FALSE
9,1,3850,25,40,2,1.81,FALSE
8,5,9000,50,74,0,1.38,FALSE
2,5,6750,100,95,1,1.66,FALSE
0,4,7700,25,46,0,4.54,FALSE
6,3,5850,100,66,2,4.16,FALSE
4,3,7800,100,44,1,4.27,FALSE
7,4,4900,25,40,1,4.05,FALSE
8,3,4550,75,27,0,2,FALSE
1,1,5500,50,77,0,2.03,TRUE
1,1,4400,75,59,2,1.74,FALSE
0,2,7200,50,48,1,4.92,FALSE
8,5,9000,75,18,2,1.96,FALSE
6,4,6300,50,29,2,4.53,FALSE
3,3,4550,100,14,2,2.12,FALSE
6,4,8400,0,23,0,1.09,FALSE
1,5,8250,100,73,2,2.95,FALSE
7,4,8400,25,50,0,1.04,FALSE
3,4,8400,75,94,1,4.41,FALSE
9,2,7200,0,90,1,3.95,FALSE
9,1,5500,75,1,2,2.3,FALSE
3,3,5850,75,56,0,4.44,FALSE
5,2,6600,0,3,2,2.66,FALSE
0,1,6600,50,0,2,3.78,FALSE
4,4,8400,100,41,1,2.6,FALSE
0,1,4400,0,3,0,3.05,FALSE
9,3,7800,50,14,0,4.93,FALSE
7,2,6000,50,22,0,4.1,FALSE
9,5,6750,75,87,0,1.47,FALSE
0,5,6750,75,21,0,1.98,FALSE
2,4,7700,75,57,0,4.82,FALSE
8,1,6600,25,64,1,3.73,FALSE
2,4,6300,0,60,2,3.72,TRUE
5,1,6600,75,7,2,1.98,FALSE
3,3,7800,100,67,0,2.42,FALSE
6,4,4900,0,78,1,4.53,TRUE
2,3,5850,50,54,1,4.72,FALSE
1,1,6050,75,91,2,3.99,FALSE
5,2,4200,25,20,2,4.77,FALSE
3,2,6600,25,59,0,2.27,FALSE
6,1,4950,100,21,0,1.15,FALSE
0,5,8250,100,91,2,3.3,FALSE
8,3,5200,0,22,0,4.1,FALSE
4,4,7000,100,2,2,1.09,FALSE
9,2,6000,25,46,0,3.47,FALSE
1,5,9000,25,80,2,4,FALSE
8,2,4800,100,37,0,3.5,FALSE
0,1,4950,50,67,2,2.49,FALSE
1,4,7000,0,65,0,3.12,FALSE
9,1,3850,75,10,0,1.85,FALSE
4,1,3850,25,67,1,1.91,FALSE
2,3,5200,25,4,2,1.41,TRUE
3,2,5400,50,80,0,1.11,FALSE
4,1,5500,0,23,1,3.92,FALSE
2,2,6600,50,74,0,4.98,FALSE
3,4,6300,100,36,1,2.3,FALSE
3,3,7800,25,26,2,1.92,FALSE
6,2,6600,25,45,0,1.66,FALSE
6,4,8400,0,88,2,4.93,TRUE
0,1,3850,75,44,2,4.57,FALSE
6,2,6000,50,8,0,3.94,FALSE
4,2,6600,75,50,1,3.88,FALSE
0,2,6600,75,58,2,1.19,FALSE
1,3,6500,0,54,1,4.48,TRUE
7,1,5500,75,3,2,1.19,FALSE
7,2,7200,25,57,1,4.7,FALSE
8,4,8400,75,75,1,3.08,FALSE
0,3,6500,25,65,1,2.58,FALSE
9,1,4400,75,60,0,1.27,FALSE
6,3,7150,75,86,0,2.3,FALSE
7,2,6600,25,15,0,4.12,FALSE
9,4,8400,75,60,1,3.48,FALSE
3,5,7500,25,94,2,4.76,FALSE
2,2,7200,75,54,2,1.86,FALSE
2,3,7800,50,72,0,2.32,FALSE
5,5,6750,75,5,1,4.17,FALSE
0,3,6500,75,35,2,4.37,FALSE
1,1,6600,25,63,1,4.6,FALSE
9,2,5400,75,67,1,3.56,FALSE
2,1,6600,50,74,0,2.34,TRUE
3,5,5250,100,5,2,2.24,FALSE
0,2,5400,100,15,0,1.92,FALSE
1,1,3850,75,49,1,4.57,FALSE
5,4,7000,100,58,0,2.36,FALSE
1,2,4800,75,4,2,2.05,FALSE
9,2,4200,100,93,2,1.18,FALSE
8,2,6600,25,59,2,3.25,FALSE
7,3,5200,25,55,0,1.94,FALSE
5,2,7200,25,84,2,2.26,TRUE
9,2,7200,75,4,0,3.59,FALSE
4,1,4400,100,36,2,4.35,FALSE
9,1,4400,0,51,2,2.5,FALSE
6,1,6050,50,9,2,1.57,FALSE
9,3,5200,0,5,2,1.66,FALSE
2,5,7500,50,56,0,3.06,FALSE
3,3,5850,75,54,0,3.13,FALSE
3,4,6300,100,70,1,2.14,FALSE
9,3,4550,25,67,1,1.88,FALSE
3,5,8250,25,39,2,3.1,FALSE
3,1,6050,0,69,1,3.29,FALSE
9,5,8250,75,88,2,4.77,FALSE
8,1,4950,50,75,0,3.19,FALSE
0,2,4200,50,80,1,2.63,FALSE
0,5,6750,100,17,2,2.15,FALSE
4,2,4800,50,87,1,2.5,FALSE
4,5,8250,50,7,1,1.1,TRUE
9,5,8250,0,58,0,2.8,FALSE
0,1,5500,75,46,0,3.74,TRUE
4,2,4800,75,46,2,3.93,TRUE
3,2,6600,25,80,1,4.17,FALSE
8,4,4900,0,15,1,3.97,FALSE
3,3,6500,0,94,0,4.29,FALSE
0,3,7800,50,45,1,2.49,FALSE
3,2,4200,75,88,0,3.81,FALSE
9,3,4550,50,28,0,4.71,FALSE
9,1,3850,25,53,1,3.62,FALSE
3,5,9000,25,24,1,3.03,FALSE
1,2,6000,75,4,0,2.67,TRUE
4,1,3850,50,57,1,1.94,FALSE
8,4,8400,0,37,1,1.33,FALSE
7,4,7000,25,2,2,3.98,FALSE
4,3,5200,75,74,2,2.59,FALSE
1,2,4800,0,49,1,4.13,FALSE
0,2,4800,50,54,0,3.1,FALSE
2,3,4550,100,92,2,4,FALSE
1,2,5400,25,86,1,3.41,FALSE
2,3,6500,50,93,2,3.1,FALSE
3,1,3850,100,16,0,2.65,FALSE
1,1,4400,0,30,0,1.02,FALSE
9,4,7700,25,67,0,3.39,FALSE
6,1,4400,75,53,0,4.02,FALSE
9,4,8400,50,31,2,1.49,FALSE
2,2,7200,75,36,1,2.76,FALSE
5,3,7800,75,7,1,1.63,FALSE
5,2,7200,50,24,1,1.61,FALSE
1,1,5500,50,48,2,3.68,FALSE
9,5,8250,50,15,0,2.65,FALSE
8,2,4800,75,47,2,1.6,FALSE
6,3,7800,0,57,0,1.83,FALSE
1,5,6750,0,59,1,2.51,FALSE
8,4,7700,25,57,2,4.3,FALSE
1,1,3850,50,3,2,1.55,FALSE
3,2,7200,75,37,2,3.04,FALSE
7,4,7700,100,35,2,1.73,FALSE
5,2,5400,50,1,1,2.34,FALSE
1,3,7800,0,26,1,1.36,FALSE
3,5,9000,75,29,2,2.98,FALSE
0,5,9000,75,93,1,4.39,FALSE
6,4,7700,50,72,0,3.14,FALSE
9,5,6750,75,53,1,2.8,FALSE
0,2,4800,75,4,0,3.64,FALSE
5,1,4400,50,49,2,2.98,FALSE
4,1,6600,75,17,2,4.61,FALSE
0,1,6600,100,71,1,4.06,FALSE
3,2,4800,25,83,1,1.34,FALSE
3,4,6300,50,65,0,4.18,FALSE
9,5,6000,25,23,2,2.17,FALSE
1,2,6600,50,82,1,1.33,FALSE
2,2,4800,100,38,2,1.32,FALSE
2,5,7500,50,62,0,4.98,FALSE
4,5,7500,75,90,2,3.92,FALSE
8,5,6750,25,41,0,1.37,FALSE
4,4,5600,100,44,0,3.14,TRUE
7,3,5850,50,40,1,3.83,FALSE
1,5,5250,100,68,2,2.35,FALSE
3,1,6050,50,67,2,4.32,TRUE
4,5,8250,50,91,0,2.44,FALSE
6,3,7150,25,9,2,1.9,FALSE
7,5,6000,25,2,0,2.5,FALSE
5,2,5400,100,69,2,3.47,FALSE
8,3,7800,25,43,2,2.5,FALSE
4,2,7200,25,31,1,4.17,FALSE
4,4,8400,25,57,0,2.19,FALSE
1,4,4900,25,67,2,4.29,TRUE
6,2,5400,0,75,1,2.07,FALSE
6,5,5250,25,5,2,4.57,FALSE
1,2,5400,50,42,2,2.88,FALSE
3,4,8400,75,47,2,1.45,FALSE
8,3,4550,100,18,1,1.79,TRUE
6,5,6000,50,54,1,1.84,FALSE
9,5,5250,50,68,0,1.81,FALSE
8,2,5400,100,67,1,2.31,FALSE
1,3,7800,50,62,2,3.76,FALSE
7,4,7000,25,26,0,2.28,FALSE
7,2,6000,25,51,2,3.2,FALSE
1,5,7500,75,6,1,3.65,TRUE
8,5,6750,100,85,0,2.77,FALSE
2,3,5850,100,57,0,3.44,FALSE
2,4,8400,0,14,0,2.09,FALSE
4,3,6500,50,65,1,4.38,FALSE
0,1,4950,100,37,0,3.47,FALSE
8,4,4900,100,33,0,2.23,FALSE
6,4,4900,0,5,2,4.77,FALSE
9,4,6300,0,47,0,4.81,FALSE
0,1,6050,0,65,1,4.91,FALSE
9,5,6000,100,12,1,2.56,FALSE
0,2,6000,75,41,1,2.18,FALSE
4,3,4550,0,16,2,2.88,FALSE
7,1,6600,25,26,2,1.04,FALSE
5,4,5600,50,29,0,1.55,FALSE
6,2,6000,25,85,0,3.37,FALSE
5,4,7000,100,8,1,4.64,FALSE
9,3,5200,25,7,1,1.82,FALSE
6,5,9000,0,73,2,3.64,FALSE
0,2,6000,0,24,1,4.16,FALSE
6,1,4400,100,71,2,1.55,TRUE
0,5,9000,50,26,2,4.34,FALSE
4,3,7800,50,26,2,4.49,FALSE
6,2,7200,100,8,0,4.57,FALSE
9,2,4800,50,72,2,3.24,FALSE
8,2,4800,0,4,1,4.14,FALSE
1,1,5500,75,76,2,2.38,FALSE
7,5,9000,25,3,1,1.69,FALSE
8,2,5400,50,0,0,2.1,FALSE
2,2,4200,100,94,2,2.04,TRUE
0,4,8400,75,57,0,1.31,FALSE
2,5,5250,100,6,0,3.12,TRUE
9,2,4800,0,38,1,3.06,FALSE
5,2,6600,0,24,0,3.02,FALSE
1,3,7150,100,73,1,3.75,FALSE
3,2,7200,100,13,2,3.5,FALSE
5,1,6600,0,38,0,3.18,FALSE
8,2,5400,0,91,0,4.63,TRUE
1,4,8400,100,9,2,2.42,FALSE
5,4,5600,25,98,0,1.56,FALSE
7,2,6600,75,35,0,2.61,FALSE
1,1,6600,0,28,2,4.74,FALSE
1,2,6000,50,2,1,1.16,FALSE
0,2,6600,75,85,0,2.29,TRUE
5,1,6050,0,28,2,2.32,FALSE
5,2,4800,0,53,0,3.8,FALSE
7,5,6000,100,98,0,3.56,FALSE
4,2,7200,0,12,1,2.43,FALSE
1,1,6600,75,24,1,4.67,FALSE
5,4,5600,25,29,2,3.86,FALSE
8,2,7200,100,59,0,4.54,FALSE
7,4,8400,50,42,2,2.36,TRUE
4,5,9000,0,53,1,4.07,FALSE
8,4,4900,75,11,0,1.66,FALSE
3,2,6600,50,41,1,3.21,FALSE
2,2,6000,100,84,0,2.39,FALSE
0,3,7150,50,36,0,2.87,FALSE
3,4,5600,75,16,2,4.71,FALSE
0,3,6500,25,49,0,4.64,FALSE
3,5,6000,75,35,1,4.11,FALSE
0,2,4800,75,83,2,1.22,FALSE
4,1,6050,75,21,1,3.8,FALSE
4,5,5250,100,12,0,1.37,FALSE
9,5,9000,0,28,0,4.87,FALSE
5,1,4950,25,69,0,4.05,FALSE
5,2,5400,100,54,1,3.79,FALSE
8,5,8250,25,81,1,4,FALSE
3,2,6600,0,60,0,3.05,FALSE
7,2,5400,100,11,2,2.45,FALSE
9,1,6600,25,62,0,4,FALSE
3,4,6300,25,85,2,1.91,FALSE
4,1,3850,50,29,1,3.22,FALSE
5,4,7000,100,74,2,3.85,FALSE
4,5,5250,75,0,2,2.65,FALSE
2,1,6600,75,80,1,1.72,FALSE
2,2,5400,0,92,0,1.42,FALSE
4,4,5600,25,66,0,2.04,FALSE
4,4,7700,25,52,0,4.19,FALSE
6,1,4400,75,78,2,4.39,FALSE
4,1,6600,25,61,1,3.04,FALSE
0,1,3850,0,6,2,3.3,FALSE
8,2,5400,0,6,2,1.38,TRUE
5,4,7000,100,10,1,4.66,FALSE
5,5,9000,75,33,1,2.1,TRUE
7,2,5400,0,67,1,3.17,FALSE
9,2,7200,50,77,2,3.04,FALSE
4,2,7200,50,37,1,1.42,FALSE
0,5,6000,100,29,1,4.8,TRUE
3,3,5200,25,24,0,1.9,FALSE
5,5,5250,25,91,2,1.36,FALSE
9,4,5600,75,57,1,1.2,FALSE
7,3,7150,75,45,1,1.51,FALSE
4,3,7800,0,59,1,1.78,FALSE
2,1,4950,25,96,1,3.08,FALSE
2,1,5500,25,80,0,1.58,TRUE
4,1,4950,25,72,1,4.51,FALSE
1,1,3850,100,77,2,3.17,FALSE
8,2,4800,100,21,2,4.72,FALSE
2,2,7200,0,67,1,3.88,TRUE
3,1,6600,75,48,1,1.11,FALSE
9,2,7200,25,55,0,3.67,FALSE
4,5,9000,25,59,1,2.72,FALSE
9,2,6600,50,0,0,4.44,FALSE
4,1,6600,50,57,1,3.43,FALSE
4,1,6050,100,45,1,3.2,FALSE
2,1,4950,75,16,2,2.95,FALSE
1,1,6600,100,91,2,2.97,FALSE
5,4,6300,25,53,2,3.44,FALSE
7,3,6500,0,22,2,4.55,FALSE
9,4,8400,0,57,1,4.04,FALSE
7,5,6750,0,54,1,2.89,FALSE
9,1,4950,0,32,1,1.25,FALSE
6,3,6500,25,60,2,4.38,FALSE
9,2,4200,0,13,0,3.48,FALSE
1,2,5400,50,26,0,4.79,FALSE
4,1,6050,50,28,1,3.24,FALSE
8,3,5850,75,18,0,2.91,FALSE
1,4,5600,0,57,0,3.49,FALSE
9,3,5200,100,16,2,1.63,FALSE
6,2,6000,0,79,1,4.7,FALSE
0,5,5250,25,4,1,3.29,FALSE
7,2,6600,75,33,2,3.45,TRUE
7,2,4200,50,74,0,1.96,FALSE
5,2,4200,75,20,0,3.88,FALSE
1,1,3850,75,72,1,3.21,FALSE
7,4,5600,100,59,2,2.99,FALSE
1,2,7200,100,38,0,1.31,FALSE
1,5,9000,50,24,0,1.71,FALSE
7,3,7800,100,82,0,1.82,FALSE
6,5,6750,75,84,2,3.95,FALSE
6,2,6600,50,3,1,1.71,FALSE
2,5,8250,0,54,2,3.03,FALSE
1,1,4950,75,88,0,4.82,FALSE
8,3,5850,0,98,2,3.41,FALSE
7,1,4400,100,69,1,2.52,FALSE
9,4,7700,100,11,1,2.15,TRUE
1,2,7200,75,42,2,4.91,FALSE
3,1,3850,75,58,1,4.57,FALSE
6,3,5200,25,71,2,1.49,FALSE
4,4,5600,75,1,0,3.68,FALSE
2,3,4550,75,37,1,1.13,FALSE
1,5,8250,25,84,2,2.52,FALSE
8,2,4200,25,31,1,3.2,FALSE
5,1,5500,100,64,1,4.5,FALSE
8,5,7500,0,16,0,3.7,FALSE
7,5,9000,100,60,0,3.99,FALSE
4,5,8250,50,88,2,2.02,FALSE
0,1,5500,50,65,2,4.63,FALSE
5,4,4900,0,18,2,1.02,FALSE
7,5,7500,50,25,1,1.35,FALSE
2,5,6750,25,58,1,2.17,FALSE
4,4,8400,100,90,1,2.81,FALSE
4,4,6300,50,61,2,1.45,FALSE
5,5,8250,25,97,0,4.15,FALSE
0,1,4950,100,28,1,3.99,FALSE
3,1,6600,75,53,0,4.91,FALSE
3,4,8400,100,76,1,3.49,FALSE
2,1,5500,25,37,2,2.21,TRUE
0,2,7200,50,77,2,1.4,FALSE
8,4,6300,25,62,1,4.9,TRUE
2,3,7800,25,68,2,1.68,TRUE
6,3,5850,0,20,0,1.07,TRUE
4,1,6600,100,32,1,4.61,FALSE
2,4,8400,0,27,0,3.48,FALSE
6,4,5600,0,3,1,3.57,FALSE
2,4,6300,0,43,0,2.68,FALSE
7,3,4550,50,2,2,3.46,FALSE
6,5,6000,50,28,0,2.27,FALSE
3,2,7200,75,24,2,4.13,FALSE
1,3,7800,50,81,1,3.33,FALSE
9,4,6300,75,33,2,1.58,FALSE
3,2,4800,100,97,2,4.87,FALSE
5,1,6050,75,16,1,1.96,FALSE
3,1,4400,0,62,1,1.86,FALSE
1,4,8400,75,29,1,1.31,FALSE
4,5,7500,50,59,0,2.09,FALSE
2,4,5600,0,87,2,2.11,FALSE
9,2,7200,25,59,0,3.05,FALSE
5,1,6600,100,62,2,2.27,TRUE
5,1,4950,50,36,1,1.06,FALSE
6,2,6000,75,92,1,4.64,FALSE
8,2,6000,0,60,1,2.33,FALSE
6,1,6050,50,27,1,1.94,FALSE
2,5,8250,100,29,1,1.09,FALSE
0,2,4800,25,21,1,2.82,FALSE
2,2,4200,25,22,0,4.35,FALSE
8,1,6050,100,44,1,2.21,FALSE
6,2,6600,100,3,1,3.35,FALSE
8,4,8400,100,50,1,4.98,FALSE
4,3,6500,100,57,2,4,FALSE
2,1,6600,25,93,0,4.94,FALSE
9,2,7200,0,30,1,1.02,TRUE
1,5,7500,25,72,0,2,FALSE
7,1,6600,25,85,1,4.19,FALSE
7,3,5200,25,98,0,1.9,FALSE
2,1,6050,50,99,0,1.75,FALSE
9,5,6000,50,52,0,1.11,FALSE
0,5,9000,50,16,2,4.12,TRUE
3,3,5200,50,2,1,4.44,FALSE
3,2,4800,25,61,2,3.52,TRUE
7,3,4550,50,36,2,2.57,FALSE
0,1,6600,100,41,2,4.7,FALSE
9,1,3850,75,91,2,1.8,FALSE
2,1,4950,0,64,0,3.77,FALSE
7,5,6750,25,27,2,1.08,FALSE
5,3,7150,25,37,2,1.15,FALSE
9,5,8250,100,76,2,2.22,FALSE
8,5,7500,25,0,2,3.73,TRUE
0,5,9000,75,57,1,3.11,TRUE
1,1,6600,75,28,1,1.15,FALSE
0,1,6600,25,7,0,4.39,FALSE
5,5,5250,0,84,0,4.92,FALSE
7,4,4900,100,6,0,3.57,FALSE
2,1,6600,75,72,2,3.75,FALSE
4,2,5400,0,97,0,3.79,FALSE
5,5,7500,25,13,2,4.6,FALSE
6,2,6600,0,91,1,3.9,FALSE
5,1,6600,75,44,2,1.39,FALSE
4,5,9000,50,3,2,3.28,FALSE
2,2,5400,75,0,2,2.06,FALSE
7,4,7700,25,68,2,3.38,FALSE
2,4,4900,75,47,1,4.91,FALSE
1,2,4800,50,72,2,2.7,TRUE
5,1,6600,75,67,0,4.71,FALSE
4,4,7000,25,8,0,1.18,FALSE
8,3,6500,75,1,0,4.37,FALSE
7,1,4400,25,20,0,2.18,FALSE
4,5,9000,0,80,1,4.34,FALSE
9,2,6000,100,92,2,3.23,FALSE
1,5,6750,0,89,1,3.99,FALSE
1,2,6600,75,38,1,3.28,TRUE
2,1,6050,75,99,2,2.56,FALSE
3,5,7500,25,73,2,2.77,FALSE
4,5,8250,25,31,1,4.31,FALSE
7,5,7500,50,99,0,3.04,FALSE
7,2,7200,100,50,0,2.03,FALSE
6,5,8250,0,52,2,3.32,FALSE
5,4,4900,0,1,2,4.57,FALSE
9,1,5500,50,41,0,1.08,FALSE
8,5,7500,25,16,1,3.46,FALSE
0,3,6500,50,3,2,2.35,FALSE
3,2,5400,50,51,2,4.11,FALSE
5,3,4550,100,6,1,4.28,FALSE
7,3,5200,0,69,2,4.09,FALSE
3,4,8400,0,99,2,1.55,FALSE
8,2,4800,75,18,0,2.79,FALSE
3,2,6000,0,84,2,2.15,FALSE
7,4,7000,50,81,2,3.08,FALSE
7,4,5600,0,68,2,2.27,FALSE
0,2,7200,0,11,2,1.43,FALSE
4,2,4800,25,59,2,4.57,FALSE
8,2,7200,0,72,2,4.61,FALSE
6,3,7150,0,53,0,4.32,FALSE
3,1,4400,50,47,2,1.55,TRUE
5,4,7000,25,46,1,3.27,FALSE
2,4,6300,100,23,2,1.27,FALSE
4,5,6000,75,1,2,2.74,FALSE
7,1,3850,100,72,1,3.58,TRUE
2,2,7200,0,58,2,4.01,FALSE
5,1,4400,100,56,1,2.32,FALSE
2,3,7150,50,57,0,4.5,FALSE
3,1,6600,0,15,2,3.85,FALSE
1,4,8400,25,47,2,2.74,FALSE
8,4,8400,50,51,0,1.72,FALSE
6,3,7800,50,70,1,4.86,FALSE
0,3,4550,25,57,1,2.6,FALSE
9,3,7150,75,92,1,4.09,FALSE
7,3,6500,75,14,0,2.57,FALSE
5,2,6000,25,78,0,1.26,FALSE
0,2,7200,25,75,1,4.96,FALSE
5,4,7000,100,44,1,2.61,FALSE
8,5,9000,25,58,0,4.17,FALSE
5,3,7800,50,12,0,1.73,FALSE
2,4,8400,50,35,0,2.33,FALSE
2,5,9000,50,50,1,1.83,FALSE
2,4,4900,0,4,0,4.13,FALSE
6,3,7150,0,53,1,2.43,FALSE
3,3,5200,100,56,1,2.72,FALSE
1,3,5200,0,49,2,3.39,FALSE
4,1,6600,25,96,2,3.93,FALSE
5,1,6600,0,20,2,2.04,TRUE
0,3,4550,0,24,0,3.13,TRUE
9,2,6000,50,7,2,2.78,FALSE
9,5,8250,50,98,2,3.69,FALSE
5,2,4200,0,37,2,1.96,FALSE
6,2,4800,100,53,0,4.8,FALSE
1,2,6600,100,78,0,4.1,FALSE
8,5,7500,25,55,2,4.33,FALSE
7,2,4800,100,19,2,1.38,FALSE
0,5,9000,100,4,1,1.96,TRUE
8,4,7000,100,96,0,2.08,TRUE
0,4,4900,25,35,1,4.5,TRUE
2,4,7700,100,30,0,1.69,FALSE
3,5,8250,75,28,2,1.1,FALSE
4,3,4550,0,13,0,1.31,FALSE
5,1,6600,75,82,2,3.03,FALSE
7,5,6000,0,83,2,3.6,FALSE
6,5,9000,25,26,1,3.19,FALSE
3,4,7000,25,22,0,3.01,FALSE
0,4,4900,100,56,0,1.7,FALSE
3,2,7200,50,49,1,4.44,FALSE
1,2,6600,25,9,1,1.07,FALSE
9,1,4950,25,73,2,4.33,FALSE
0,2,4800,50,56,1,3.69,FALSE
9,1,6600,25,37,2,1.9,TRUE
7,4,6300,75,60,0,4.65,FALSE
5,4,5600,25,81,0,1.82,FALSE
0,5,5250,25,78,1,1.66,FALSE
9,3,5200,100,18,2,1.95,FALSE
2,1,6600,25,76,2,2.07,FALSE
